participant,Practice,Block,taskNr,size1,size2,Position,orientation,method,estimateRatio-Percentage,time,ParticipantAngle,condition,totaltime,code
3,false,2,1,0.78,1.00,0,horizontal,ratioPercentage,77,12.31357,78.34988,position0-horizontal,13057.03,0.78
3,false,2,2,0.18,1.00,1,horizontal,ratioPercentage,10,12.53723,163.4375,position1-horizontal,12957,0.18
3,false,2,3,0.48,1.00,0,horizontal,ratioPercentage,48,7.010773,79.62944,position0-horizontal,7662.406,0.48
3,false,2,4,0.48,1.00,1,horizontal,ratioPercentage,53,12.07703,163.2191,position1-horizontal,12588.47,0.48
3,false,2,5,0.68,1.00,0,horizontal,ratioPercentage,72,11.77646,78.62046,position0-horizontal,12443.88,0.68
3,false,2,6,0.58,1.00,0,horizontal,ratioPercentage,56,12.92157,85.91615,position0-horizontal,12922.91,0.58
3,false,2,7,0.18,1.00,2,horizontal,ratioPercentage,17,20.53198,170.9281,position2-horizontal,21043.75,0.18
3,false,2,8,0.78,1.00,2,horizontal,ratioPercentage,85,16.03885,170.8096,position2-horizontal,16040.19,0.78
3,false,2,9,0.38,1.00,1,horizontal,ratioPercentage,45,5.355743,164.0736,position1-horizontal,5361.375,0.38
3,false,2,10,0.68,1.00,1,horizontal,ratioPercentage,69,19.93808,164.0636,position1-horizontal,19948.97,0.68
3,false,2,11,0.78,1.00,1,horizontal,ratioPercentage,76,10.19226,164.0635,position1-horizontal,10198.63,0.78
3,false,2,12,0.58,1.00,1,horizontal,ratioPercentage,55,9.474884,164.047,position1-horizontal,9482.656,0.58
3,false,2,13,0.38,1.00,2,horizontal,ratioPercentage,25,7.739136,170.8569,position2-horizontal,7742,0.38
3,false,2,14,0.28,1.00,0,horizontal,ratioPercentage,25,10.56366,80.6857,position0-horizontal,11280.09,0.28
3,false,2,15,0.58,1.00,2,horizontal,ratioPercentage,53,6.467651,170.6319,position2-horizontal,7037.344,0.58
3,false,2,16,0.68,1.00,2,horizontal,ratioPercentage,69,11.90784,170.6189,position2-horizontal,11918,0.68
3,false,2,17,0.38,1.00,0,horizontal,ratioPercentage,35,13.23688,80.34434,position0-horizontal,13973.44,0.38
3,false,2,18,0.18,1.00,0,horizontal,ratioPercentage,21,8.012207,79.67382,position0-horizontal,8019.75,0.18
3,false,2,19,0.88,1.00,2,horizontal,ratioPercentage,91,11.28619,170.8004,position2-horizontal,11974,0.88
3,false,2,20,0.28,1.00,2,horizontal,ratioPercentage,21,9.826721,170.7512,position2-horizontal,9829.438,0.28
3,false,2,21,0.88,1.00,0,horizontal,ratioPercentage,86,15.80219,80.10863,position0-horizontal,16464.31,0.88
3,false,2,22,0.28,1.00,1,horizontal,ratioPercentage,25,8.338379,163.1685,position1-horizontal,8991.75,0.28
3,false,2,23,0.88,1.00,1,horizontal,ratioPercentage,82,6.841064,163.2202,position1-horizontal,6847.125,0.88
4,false,1,0,0.68,1.00,0,horizontal,ratioPercentage,71,9.342005,77.54196,position0-horizontal,10253.76,0.68
4,false,1,1,0.58,1.00,0,horizontal,ratioPercentage,59,16.91975,81.79279,position0-horizontal,16922.18,0.58
4,false,1,2,0.18,1.00,1,horizontal,ratioPercentage,9,12.5224,165.0664,position1-horizontal,13169.33,0.18
4,false,1,3,0.58,1.00,1,horizontal,ratioPercentage,47,8.299477,164.9556,position1-horizontal,8310.402,0.58
4,false,1,4,0.18,1.00,2,horizontal,ratioPercentage,8,15.14583,171.4879,position2-horizontal,15146.36,0.18
4,false,1,5,0.18,1.00,0,horizontal,ratioPercentage,12,12.63742,78.90608,position0-horizontal,13213.81,0.18
4,false,1,6,0.28,1.00,0,horizontal,ratioPercentage,24,14.37971,80.79661,position0-horizontal,14386.73,0.28
4,false,1,7,0.78,1.00,1,horizontal,ratioPercentage,75,6.662178,165.1407,position1-horizontal,7238.023,0.78
4,false,1,8,0.68,1.00,2,horizontal,ratioPercentage,85,9.54567,171.5584,position2-horizontal,9550.156,0.68
4,false,1,9,0.78,1.00,0,horizontal,ratioPercentage,79,8.179962,82.79137,position0-horizontal,8656.516,0.78
4,false,1,10,0.38,1.00,2,horizontal,ratioPercentage,25,17.1618,171.5482,position2-horizontal,17659.61,0.38
4,false,1,11,0.68,1.00,1,horizontal,ratioPercentage,69,13.55536,165.1199,position1-horizontal,13560.23,0.68
4,false,1,12,0.88,1.00,2,horizontal,ratioPercentage,94,9.292877,171.5836,position2-horizontal,9293.063,0.88
4,false,1,13,0.28,1.00,1,horizontal,ratioPercentage,12,11.81061,165.1933,position1-horizontal,11817.73,0.28
4,false,1,14,0.48,1.00,1,horizontal,ratioPercentage,38,9.862411,165.3889,position1-horizontal,9862.922,0.48
4,false,1,15,0.38,1.00,0,horizontal,ratioPercentage,40,10.82178,81.77551,position0-horizontal,11381.59,0.38
4,false,1,16,0.88,1.00,1,horizontal,ratioPercentage,91,8.727112,164.7402,position1-horizontal,9371.984,0.88
4,false,1,17,0.58,1.00,2,horizontal,ratioPercentage,54,6.918854,171.5999,position2-horizontal,6925.094,0.58
4,false,1,18,0.78,1.00,2,horizontal,ratioPercentage,86,15.40002,171.6167,position2-horizontal,15403.39,0.78
4,false,1,19,0.48,1.00,0,horizontal,ratioPercentage,46,8.570068,80.88871,position0-horizontal,9114.484,0.48
4,false,1,20,0.38,1.00,1,horizontal,ratioPercentage,29,19.95496,165.0009,position1-horizontal,20396,0.38
4,false,1,21,0.28,1.00,2,horizontal,ratioPercentage,14,10.90112,171.66,position2-horizontal,10901.72,0.28
4,false,1,22,0.48,1.00,2,horizontal,ratioPercentage,32,10.41141,171.6764,position2-horizontal,10421.41,0.48
4,false,1,23,0.88,1.00,0,horizontal,ratioPercentage,89,11.88867,84.2136,position0-horizontal,12543.91,0.88
4,false,2,0,0.18,1.00,2,vertical,ratioPercentage,19,11.47205,171.911,position2-vertical,12164.13,0.18
4,false,2,1,0.38,1.00,0,vertical,ratioPercentage,35,10.46326,96.13595,position0-vertical,11035.66,0.38
4,false,2,2,0.88,1.00,0,vertical,ratioPercentage,88,10.85333,94.5671,position0-vertical,10856.75,0.88
4,false,2,3,0.48,1.00,0,vertical,ratioPercentage,43,6.051605,94.33271,position0-vertical,6053.813,0.48
4,false,2,4,0.78,1.00,0,vertical,ratioPercentage,72,11.41165,94.28157,position0-vertical,11415.59,0.78
4,false,2,5,0.68,1.00,0,vertical,ratioPercentage,58,9.338715,94.78214,position0-vertical,9349.313,0.68
4,false,2,6,0.58,1.00,0,vertical,ratioPercentage,53,4.83078,94.0849,position0-vertical,4836.531,0.58
4,false,2,7,0.58,1.00,2,vertical,ratioPercentage,54,10.90292,171.5495,position2-vertical,11516.56,0.58
4,false,2,8,0.78,1.00,1,vertical,ratioPercentage,71,9.027924,165.6235,position1-vertical,9036.094,0.78
4,false,2,9,0.48,1.00,2,vertical,ratioPercentage,42,4.618744,171.7143,position2-vertical,4624.188,0.48
4,false,2,10,0.28,1.00,0,vertical,ratioPercentage,25,14.97925,94.60311,position0-vertical,15760.5,0.28
4,false,2,11,0.48,1.00,1,vertical,ratioPercentage,45,6.215576,166.219,position1-vertical,6825.219,0.48
4,false,2,12,0.28,1.00,2,vertical,ratioPercentage,29,10.03439,172.2753,position2-vertical,10041,0.28
4,false,2,13,0.28,1.00,1,vertical,ratioPercentage,28,11.20474,166.8165,position1-vertical,11214.81,0.28
4,false,2,14,0.18,1.00,0,vertical,ratioPercentage,18,14.1254,99.24162,position0-vertical,14542.91,0.18
4,false,2,15,0.88,1.00,2,vertical,ratioPercentage,88,16.00137,171.9018,position2-vertical,16575.94,0.88
4,false,2,16,0.68,1.00,2,vertical,ratioPercentage,61,8.423889,172.3455,position2-vertical,8433.625,0.68
